date,MKT(3F),SMB(3F),HML(3F),MKT(5F),SMB(5F),HML(5F),RMW(5F),CMA(5F)
1996-10,0.86,-4.44,4.94,0.86,-3.77,4.94,1.4,3.25
1996-11,6.25,-4.02,1.39,6.25,-3.8,1.39,2.12,-0.79
1996-12,-1.7,3.16,1.31,-1.7,3.25,1.31,0.37,1.49
1997-01,4.99,-1.95,-1.42,4.99,-1.82,-1.42,1.19,-0.02
1997-02,-0.49,-3.22,5.67,-0.49,-2.59,5.67,0.67,3.47
1997-03,-5.03,-0.36,3.39,-5.03,-0.43,3.39,0.5,1.66
1997-04,4.04,-5.77,0.07,4.04,-5.7,0.07,3.26,-0.72
1997-05,6.74,5.19,-4.13,6.74,4.75,-4.13,-1.02,-2.96
1997-06,4.1,1.22,1.58,4.1,1.19,1.58,0.56,0.66
1997-07,7.33,-2.74,0.26,7.33,-2.76,0.26,0.07,-2.58
1997-08,-4.15,7.28,1.18,-4.15,7.61,1.18,-1.11,-0.04
1997-09,5.35,2.53,0.37,5.35,2.49,0.37,-1.63,-0.91
1997-10,-3.8,-0.73,2.27,-3.8,-0.52,2.27,1.0,1.94
1997-11,2.98,-5.12,1.2,2.98,-5.11,1.2,2.81,1.84
1997-12,1.32,-2.48,3.84,1.32,-2.03,3.84,0.74,1.92
1998-01,0.15,-1.07,-1.63,0.15,-1.36,-1.63,0.87,-0.73
1998-02,7.04,0.32,-0.85,7.04,0.2,-0.85,-0.31,-2.54
1998-03,4.76,-1.14,1.39,4.76,-0.65,1.39,-0.26,-0.37
1998-04,0.73,0.07,0.94,0.73,0.0,0.94,-1.69,-0.36
1998-05,-3.07,-3.38,3.44,-3.07,-2.95,3.44,1.1,2.61
1998-06,3.18,-3.21,-1.96,3.18,-3.66,-1.96,-0.26,-2.97
1998-07,-2.46,-4.91,-1.78,-2.46,-5.27,-1.78,1.74,0.45
1998-08,-16.08,-5.69,3.53,-16.08,-5.17,3.53,3.37,5.91
1998-09,6.15,0.09,-3.42,6.15,-0.78,-3.42,-1.88,-2.99
1998-10,7.13,-3.12,-2.23,7.13,-3.43,-2.23,0.93,0.31
1998-11,6.1,1.23,-3.25,6.1,0.75,-3.25,-0.86,-1.18
1998-12,6.16,-0.5,-4.19,6.16,-1.56,-4.19,-0.76,-3.39
1999-01,3.5,0.75,-4.6,3.5,-0.75,-4.6,-2.77,-6.8
1999-02,-4.08,-6.08,1.92,-4.08,-5.22,1.92,-1.23,4.1
1999-03,3.45,-3.8,-2.74,3.45,-4.23,-2.74,-4.07,-1.42
1999-04,4.33,3.91,2.46,4.33,4.52,2.46,-2.53,0.89
1999-05,-2.46,3.34,2.35,-2.46,3.71,2.35,0.93,3.34
1999-06,4.77,3.1,-3.19,4.77,2.29,-3.19,1.13,-3.21
1999-07,-3.49,2.6,-0.44,-3.49,2.57,-0.44,0.36,3.22
1999-08,-1.38,-0.94,-1.87,-1.38,-1.73,-1.87,-0.24,0.64
1999-09,-2.79,3.41,-3.49,-2.79,2.59,-3.49,-0.75,-1.23
1999-10,6.12,-6.64,-3.37,6.12,-6.91,-3.37,-1.74,-1.19
1999-11,3.37,7.21,-6.12,3.37,5.8,-6.12,-4.28,-1.74
1999-12,7.72,7.03,-8.33,7.72,5.39,-8.33,-7.6,-5.63
2000-01,-4.74,5.77,-1.88,-4.74,4.42,-1.88,-6.29,4.72
2000-02,2.45,21.36,-9.59,2.45,18.28,-9.59,-18.65,-0.48
2000-03,5.2,-17.2,8.13,5.2,-15.32,8.13,11.79,-1.59
2000-04,-6.4,-6.68,7.26,-6.4,-5.01,7.26,7.66,5.65
2000-05,-4.42,-6.05,4.75,-4.42,-3.81,4.75,4.13,1.37
2000-06,4.64,12.84,-8.42,4.64,9.92,-8.42,-8.31,-2.95
2000-07,-2.51,-3.07,8.31,-2.51,-1.03,8.31,5.83,2.94
2000-08,7.03,-0.61,-1.39,7.03,-1.03,-1.39,-3.22,1.1
2000-09,-5.45,-1.82,7.17,-5.45,0.19,7.17,2.56,5.53
2000-10,-2.76,-3.88,5.71,-2.76,-2.65,5.71,9.61,3.8
2000-11,-10.72,-3.41,12.3,-10.72,-0.58,12.3,13.07,8.43
2000-12,1.19,0.73,7.61,1.19,3.26,7.61,1.71,4.79
2001-01,3.13,6.68,-5.07,3.13,5.48,-5.07,-4.69,-5.03
2001-02,-10.05,-0.78,12.47,-10.05,2.83,12.47,9.1,9.07
2001-03,-7.26,0.25,6.42,-7.26,2.33,6.42,3.35,3.92
2001-04,7.94,0.55,-4.67,7.94,-0.86,-4.67,-3.06,-3.2
2001-05,0.72,2.5,3.36,0.72,3.6,3.36,0.25,1.91
2001-06,-1.94,6.24,-1.12,-1.94,6.57,-1.12,1.6,-1.51
2001-07,-2.13,-4.19,5.21,-2.13,-2.82,5.21,7.42,3.07
2001-08,-6.46,2.48,2.31,-6.46,2.71,2.31,4.05,6.57
2001-09,-9.25,-6.23,1.45,-9.25,-5.73,1.45,4.99,3.21
2001-10,2.46,7.48,-7.65,2.46,5.27,-7.65,-2.98,-4.55
2001-11,7.54,-0.47,2.21,7.54,-0.31,2.21,-3.73,-1.61
2001-12,1.6,4.74,0.84,1.6,5.16,0.84,0.34,-0.26
2002-01,-1.44,1.19,3.44,-1.44,1.26,3.44,4.69,2.84
2002-02,-2.29,-1.01,2.16,-2.29,-0.36,2.16,8.07,5.11
2002-03,4.24,4.21,1.06,4.24,4.25,1.06,-1.78,0.58
2002-04,-5.2,5.96,3.88,-5.2,6.72,3.88,4.56,5.38
2002-05,-1.38,-3.21,1.53,-1.38,-3.02,1.53,2.36,2.44
2002-06,-7.21,4.29,-0.05,-7.21,3.89,-0.05,3.93,2.51
2002-07,-8.18,-5.28,-3.85,-8.18,-6.43,-3.85,3.79,-0.99
2002-08,0.5,-2.86,3.28,0.5,-1.31,3.28,1.36,-1.47
2002-09,-10.35,2.4,1.47,-10.35,3.08,1.47,3.29,-2.19
2002-10,7.84,-3.41,-3.95,7.84,-4.31,-3.95,-3.39,0.76
2002-11,5.96,3.18,-1.23,5.96,2.91,-1.23,-9.2,5.15
2002-12,-5.76,0.09,2.14,-5.76,0.62,2.14,6.29,-1.68
2003-01,-2.57,1.33,-0.83,-2.57,0.7,-0.83,-0.99,0.69
2003-02,-1.88,-0.45,-1.39,-1.88,-0.93,-1.39,0.83,-0.62
2003-03,1.09,1.02,-1.93,1.09,0.65,-1.93,1.87,-0.77
2003-04,8.22,0.63,1.14,8.22,1.02,1.14,-4.68,1.06
2003-05,6.05,4.67,0.4,6.05,4.81,0.4,-7.0,2.91
2003-06,1.42,1.74,0.11,1.42,1.66,0.11,0.51,-0.38
2003-07,2.35,5.06,-1.24,2.35,4.54,-1.24,-4.14,1.78
2003-08,2.34,2.59,1.53,2.34,2.48,1.53,-2.25,2.14
2003-09,-1.24,0.8,0.16,-1.24,0.54,0.16,1.01,0.34
2003-10,6.08,2.7,1.97,6.08,2.71,1.97,-1.35,1.55
2003-11,1.35,2.08,1.78,1.35,2.33,1.78,0.19,1.81
2003-12,4.29,-2.68,1.6,4.29,-2.49,1.6,0.56,0.94
2004-01,2.15,2.55,2.49,2.15,2.45,2.49,-3.66,3.38
2004-02,1.4,-1.58,0.9,1.4,-0.93,0.9,2.17,-1.21
2004-03,-1.32,1.72,0.27,-1.32,2.1,0.27,1.56,-0.98
2004-04,-1.83,-1.68,-3.1,-1.83,-2.01,-3.1,3.45,-2.84
2004-05,1.17,-0.2,-0.25,1.17,-0.38,-0.25,-1.18,0.03
2004-06,1.86,2.26,1.18,1.86,2.56,1.18,1.2,-0.39
2004-07,-4.06,-3.81,3.24,-4.06,-2.95,3.24,5.32,-1.66
2004-08,0.08,-1.48,0.97,0.08,-1.13,0.97,1.23,-1.47
2004-09,1.6,3.01,0.0,1.6,3.27,0.0,-1.49,-1.88
2004-10,1.43,0.15,-0.22,1.43,0.19,-0.22,-0.52,0.49
2004-11,4.54,3.74,1.41,4.54,4.11,1.41,-0.58,-0.22
2004-12,3.43,-0.03,-0.22,3.43,-0.05,-0.22,-1.16,0.46
2005-01,-2.76,-1.72,2.06,-2.76,-1.17,2.06,2.74,-1.46
2005-02,1.89,-0.57,1.54,1.89,-0.31,1.54,1.43,-0.05
2005-03,-1.97,-1.4,2.04,-1.97,-1.42,2.04,0.47,1.29
2005-04,-2.61,-3.94,0.07,-2.61,-3.98,0.07,0.97,-0.94
2005-05,3.65,2.89,-0.64,3.65,2.79,-0.64,-1.0,0.3
2005-06,0.57,2.58,2.83,0.57,3.28,2.83,0.96,-0.51
2005-07,3.92,2.91,-0.79,3.92,2.81,-0.79,-1.19,-0.82
2005-08,-1.22,-0.97,1.32,-1.22,-0.89,1.32,-2.05,0.37
2005-09,0.49,-0.65,0.71,0.49,-0.34,0.71,0.27,-0.6
2005-10,-2.02,-1.25,0.42,-2.02,-1.45,0.42,-0.93,-1.3
2005-11,3.61,0.99,-1.16,3.61,0.84,-1.16,-0.76,-1.14
2005-12,-0.25,-0.42,0.2,-0.25,-0.2,0.2,0.21,0.23
2006-01,3.04,5.39,1.08,3.04,5.75,1.08,-0.64,-0.46
2006-02,-0.3,-0.38,-0.34,-0.3,-0.42,-0.34,-0.51,1.91
2006-03,1.46,3.44,0.6,1.46,3.38,0.6,0.06,-0.41
2006-04,0.73,-1.42,2.34,0.73,-0.84,2.34,1.8,0.01
2006-05,-3.57,-2.96,2.41,-3.57,-2.85,2.41,1.15,1.46
2006-06,-0.35,-0.39,0.85,-0.35,-0.24,0.85,1.32,-0.07
2006-07,-0.78,-3.98,2.6,-0.78,-3.63,2.6,1.63,0.9
2006-08,2.03,1.03,-2.06,2.03,0.44,-2.06,-1.86,2.09
2006-09,1.84,-1.36,0.08,1.84,-1.46,0.08,0.82,0.6
2006-10,3.23,1.75,-0.31,3.23,1.98,-0.31,-0.12,0.28
2006-11,1.71,0.7,0.14,1.71,0.71,0.14,0.15,-0.8
2006-12,0.87,-1.14,2.73,0.87,-0.81,2.73,-0.72,2.06
2007-01,1.4,0.13,-0.68,1.4,0.07,-0.68,0.25,0.38
2007-02,-1.96,1.19,-0.14,-1.96,1.29,-0.14,-0.51,-0.71
2007-03,0.68,0.16,-0.97,0.68,0.2,-0.97,0.64,-0.65
2007-04,3.49,-2.16,-1.45,3.49,-2.04,-1.45,1.15,1.03
2007-05,3.24,0.24,-0.65,3.24,0.4,-0.65,1.58,-1.36
2007-06,-1.96,0.74,-1.05,-1.96,0.74,-1.05,0.53,0.08
2007-07,-3.73,-2.61,-3.71,-3.73,-2.99,-3.71,0.2,-1.13
2007-08,0.92,-0.12,-1.86,0.92,-0.37,-1.86,-1.21,-0.53
2007-09,3.22,-2.23,-2.21,3.22,-2.44,-2.21,-0.52,-3.02
2007-10,1.8,0.08,-2.98,1.8,-0.08,-2.98,-0.3,-0.09
2007-11,-4.83,-2.93,-0.94,-4.83,-3.02,-0.94,1.89,-0.29
2007-12,-0.87,0.13,-0.55,-0.87,0.15,-0.55,0.87,-1.05
2008-01,-6.36,-1.03,3.97,-6.36,-0.65,3.97,2.14,2.14
2008-02,-3.09,-0.43,-0.84,-3.09,-0.66,-0.84,0.88,-0.93
2008-03,-0.93,0.71,0.3,-0.93,0.56,0.3,0.79,0.5
2008-04,4.6,-1.72,-0.94,4.6,-1.2,-0.94,1.64,-2.47
2008-05,1.86,2.96,-1.43,1.86,3.02,-1.43,0.93,-0.06
2008-06,-8.44,1.23,-2.71,-8.44,1.18,-2.71,4.96,-0.55
2008-07,-0.77,2.61,5.42,-0.77,3.72,5.42,-1.37,1.08
2008-08,1.53,3.6,1.59,1.53,3.46,1.59,1.86,0.84
2008-09,-9.24,-1.23,5.91,-9.24,0.25,5.91,2.41,1.78
2008-10,-17.23,-2.6,-2.3,-17.23,-3.34,-2.3,3.04,2.05
2008-11,-7.86,-2.85,-6.31,-7.86,-3.89,-6.31,4.53,2.75
2008-12,1.74,3.46,0.14,1.74,3.29,0.14,0.06,-1.49
2009-01,-8.12,0.07,-11.29,-8.12,-2.14,-11.29,0.18,-1.17
2009-02,-10.1,0.05,-6.95,-10.1,-1.32,-6.95,1.19,-1.02
2009-03,8.95,0.03,3.47,8.95,0.67,3.47,-2.52,-2.25
2009-04,10.18,5.4,5.36,10.18,7.13,5.36,1.31,0.13
2009-05,5.21,-2.52,0.28,5.21,-2.32,0.28,-0.78,-2.17
2009-06,0.43,2.63,-2.73,0.43,2.29,-2.73,-1.41,-0.33
2009-07,7.72,1.87,4.83,7.72,2.39,4.83,-0.46,3.14
2009-08,3.33,-1.08,7.63,3.33,-0.09,7.63,-3.02,3.34
2009-09,4.08,2.43,1.05,4.08,2.73,1.05,1.31,0.36
2009-10,-2.59,-4.35,-4.21,-2.59,-4.93,-4.21,4.17,-1.51
2009-11,5.56,-2.4,-0.34,5.56,-2.68,-0.34,1.0,0.12
2009-12,2.75,6.05,-0.17,2.75,6.24,-0.17,1.02,-0.09
2010-01,-3.36,0.4,0.43,-3.36,0.34,0.43,-1.27,0.46
2010-02,3.4,1.19,3.23,3.4,1.51,3.23,-0.27,1.43
2010-03,6.31,1.48,2.21,6.31,1.85,2.21,-0.65,1.69
2010-04,2.0,4.87,2.89,2.0,4.98,2.89,0.69,1.72
2010-05,-7.89,0.09,-2.44,-7.89,0.04,-2.44,1.3,-0.21
2010-06,-5.57,-1.82,-4.7,-5.57,-2.47,-4.7,-0.16,-1.55
2010-07,6.93,0.2,-0.31,6.93,0.12,-0.31,0.24,2.01
2010-08,-4.77,-3.0,-1.9,-4.77,-3.15,-1.9,0.53,-1.59
2010-09,9.54,3.96,-3.16,9.54,3.75,-3.16,-0.21,0.38
2010-10,3.88,1.14,-2.43,3.88,0.8,-2.43,1.19,-0.26
2010-11,0.6,3.77,-0.96,0.6,3.67,-0.96,0.45,1.59
2010-12,6.82,0.73,3.7,6.82,1.03,3.7,-3.44,3.16
2011-01,1.99,-2.5,0.83,1.99,-2.43,0.83,-0.76,0.83
2011-02,3.49,1.53,1.27,3.49,1.65,1.27,-1.94,0.88
2011-03,0.46,2.54,-1.83,0.46,2.62,-1.83,1.76,-0.03
2011-04,2.9,-0.38,-2.43,2.9,-0.55,-2.43,1.01,-0.8
2011-05,-1.27,-0.59,-2.12,-1.27,-0.63,-2.12,2.08,-1.59
2011-06,-1.75,-0.12,-0.42,-1.75,0.16,-0.42,2.49,-1.53
2011-07,-2.35,-1.26,-0.9,-2.35,-1.2,-0.9,2.68,-1.81
2011-08,-5.99,-3.05,-2.36,-5.99,-3.2,-2.36,3.3,-0.38
2011-09,-7.59,-3.31,-1.72,-7.59,-3.66,-1.72,2.04,0.24
2011-10,11.35,3.28,0.1,11.35,3.46,0.1,-2.16,-0.86
2011-11,-0.28,-0.16,-0.46,-0.28,-0.28,-0.46,1.86,1.49
2011-12,0.74,-0.59,1.63,0.74,-0.33,1.63,0.98,2.52
2012-01,5.05,2.04,-0.97,5.05,2.06,-0.97,-2.01,-1.43
2012-02,4.42,-1.85,0.43,4.42,-1.71,0.43,-0.48,-0.01
2012-03,3.11,-0.64,1.14,3.11,-0.47,1.14,-0.54,0.74
2012-04,-0.85,-0.42,-0.78,-0.85,-0.55,-0.78,1.3,0.65
2012-05,-6.19,0.07,-1.07,-6.19,-0.12,-1.07,2.08,2.31
2012-06,3.89,0.67,0.62,3.89,0.84,0.62,-1.09,0.46
2012-07,0.79,-2.74,-0.02,0.79,-2.78,-0.02,1.1,0.05
2012-08,2.55,0.47,1.3,2.55,0.44,1.3,-1.33,-0.84
2012-09,2.73,0.5,1.6,2.73,0.61,1.6,-1.49,1.55
2012-10,-1.76,-1.15,3.59,-1.76,-0.89,3.59,-1.34,2.5
2012-11,0.78,0.63,-0.84,0.78,0.46,-0.84,0.6,0.84
2012-12,1.18,1.48,3.51,1.18,1.89,3.51,-1.85,0.91
2013-01,5.57,0.33,0.96,5.57,0.48,0.96,-1.93,1.41
2013-02,1.29,-0.27,0.11,1.29,-0.25,0.11,-0.67,0.52
2013-03,4.03,0.81,-0.19,4.03,0.85,-0.19,0.14,1.38
2013-04,1.55,-2.37,0.45,1.55,-2.25,0.45,0.27,0.37
2013-05,2.8,1.7,2.63,2.8,2.06,2.63,-1.97,-0.87
2013-06,-1.2,1.33,0.03,-1.2,1.57,0.03,-0.38,0.0
2013-07,5.65,1.87,0.57,5.65,1.81,0.57,-1.35,0.51
2013-08,-2.71,0.27,-2.69,-2.71,-0.06,-2.69,0.66,-2.16
2013-09,3.77,2.88,-1.22,3.77,2.63,-1.22,-0.58,-1.36
2013-10,4.18,-1.53,1.25,4.18,-1.48,1.25,2.78,0.87
2013-11,3.13,1.29,0.32,3.13,1.41,0.32,0.14,0.04
2013-12,2.81,-0.46,-0.02,2.81,-0.45,-0.02,-0.46,0.09
2014-01,-3.32,0.89,-2.07,-3.32,0.58,-2.07,-3.88,-1.42
2014-02,4.65,0.35,-0.31,4.65,0.14,-0.31,-0.23,-0.45
2014-03,0.43,-1.81,4.93,0.43,-1.09,4.93,2.13,1.92
2014-04,-0.19,-4.19,1.17,-0.19,-4.12,1.17,3.48,1.02
2014-05,2.06,-1.88,-0.13,2.06,-1.89,-0.13,0.05,-1.0
2014-06,2.61,3.09,-0.7,2.61,3.11,-0.7,-1.89,-2.0
2014-07,-2.04,-4.29,0.03,-2.04,-4.29,0.03,0.89,0.52
2014-08,4.24,0.4,-0.45,4.24,0.31,-0.45,-0.64,-0.7
2014-09,-1.97,-3.71,-1.34,-1.97,-3.72,-1.34,1.3,-0.51
2014-10,2.52,4.21,-1.81,2.52,3.73,-1.81,-0.57,-0.11
2014-11,2.55,-2.06,-3.09,2.55,-2.28,-3.09,1.5,0.27
2014-12,-0.06,2.49,2.27,-0.06,2.86,2.27,-1.22,0.96
2015-01,-3.11,-0.56,-3.58,-3.11,-0.92,-3.58,1.61,-1.65
2015-02,6.13,0.63,-1.86,6.13,0.32,-1.86,-1.12,-1.82
2015-03,-1.12,3.04,-0.37,-1.12,3.07,-0.37,0.09,-0.52
2015-04,0.59,-3.06,1.82,0.59,-3.09,1.82,0.06,-0.61
2015-05,1.36,0.93,-1.14,1.36,0.83,-1.14,-1.79,-0.74
2015-06,-1.53,2.91,-0.79,-1.53,2.9,-0.79,0.44,-1.58
2015-07,1.54,-4.17,-4.13,1.54,-4.55,-4.13,0.3,-2.41
2015-08,-6.04,0.33,2.77,-6.04,0.25,2.77,0.68,1.19
2015-09,-3.07,-2.62,0.56,-3.07,-2.79,0.56,1.77,-0.58
2015-10,7.75,-1.88,-0.46,7.75,-2.07,-0.46,0.88,0.52
2015-11,0.56,3.6,-0.42,0.56,3.31,-0.42,-2.75,-0.99
2015-12,-2.17,-2.84,-2.61,-2.17,-2.99,-2.61,0.5,-0.02
2016-01,-5.77,-3.42,2.09,-5.77,-3.47,2.09,2.82,3.08
2016-02,-0.07,0.73,-0.57,-0.07,0.88,-0.57,3.25,2.02
2016-03,6.96,0.82,1.19,6.96,1.07,1.19,0.77,-0.08
2016-04,0.91,0.76,3.28,0.91,1.23,3.28,-2.97,1.9
2016-05,1.78,-0.17,-1.66,1.78,-0.61,-1.66,-1.09,-2.48
2016-06,-0.05,0.61,-1.48,-0.05,0.45,-1.48,1.4,1.94
2016-07,3.95,2.49,-1.32,3.95,2.48,-1.32,1.26,-1.18
2016-08,0.49,1.15,3.18,0.49,1.68,3.18,-1.85,-0.34
2016-09,0.25,2.12,-1.24,0.25,1.85,-1.24,-2.21,0.03
2016-10,-2.02,-4.4,4.09,-2.02,-4.02,4.09,0.93,0.28
2016-11,4.86,5.71,8.21,4.86,7.07,8.21,-0.18,3.7
2016-12,1.81,0.1,3.53,1.81,0.41,3.53,1.22,-0.23
2017-01,1.94,-1.19,-2.75,1.94,-1.46,-2.75,-0.49,-0.99
2017-02,3.57,-2.05,-1.67,3.57,-2.22,-1.67,0.47,-1.83
2017-03,0.17,1.14,-3.35,0.17,0.74,-3.35,0.61,-0.94
2017-04,1.09,0.73,-2.13,1.09,0.48,-2.13,1.9,-1.6
2017-05,1.06,-2.57,-3.78,1.06,-3.06,-3.78,0.95,-1.79
2017-06,0.78,2.25,1.48,0.78,2.58,1.48,-2.22,0.0
2017-07,1.87,-1.51,-0.31,1.87,-1.69,-0.31,-0.64,-0.2
2017-08,0.16,-1.67,-2.09,0.16,-1.82,-2.09,0.14,-2.38
2017-09,2.51,4.47,3.14,2.51,4.78,3.14,-1.47,1.69
2017-10,2.25,-1.94,0.2,2.25,-1.94,0.2,0.93,-3.25
2017-11,3.12,-0.55,-0.03,3.12,-0.33,-0.03,3.16,-0.05
2017-12,1.06,-1.32,0.06,1.06,-1.07,0.06,0.74,1.69
2018-01,5.57,-3.13,-1.29,5.57,-3.18,-1.29,-0.76,-0.96
2018-02,-3.65,0.25,-1.04,-3.65,0.32,-1.04,0.52,-2.37
2018-03,-2.35,4.06,-0.21,-2.35,3.59,-0.21,-0.46,0.01
2018-04,0.28,1.13,0.54,0.28,0.93,0.54,-2.42,1.3
2018-05,2.65,5.25,-3.2,2.65,4.73,-3.2,-2.04,-1.5
2018-06,0.48,1.14,-2.34,0.48,0.8,-2.34,0.79,0.24
2018-07,3.19,-2.22,0.47,3.19,-1.93,0.47,1.56,0.35
2018-08,3.44,1.14,-3.94,3.44,0.64,-3.94,-0.31,-2.7
2018-09,0.06,-2.27,-1.7,0.06,-2.48,-1.7,0.63,1.29
2018-10,-7.68,-4.78,3.4,-7.68,-4.46,3.4,0.94,3.59
2018-11,1.69,-0.68,0.3,1.69,-0.77,0.3,-0.55,0.39
2018-12,-9.57,-2.38,-1.84,-9.57,-2.88,-1.84,-0.02,0.21
2019-01,8.4,2.9,-0.46,8.4,3.03,-0.46,-0.8,-1.51
2019-02,3.4,2.05,-2.67,3.4,1.74,-2.67,0.12,-1.59
2019-03,1.1,-3.05,-4.17,1.1,-3.51,-4.17,0.9,-0.95
2019-04,3.97,-1.74,2.15,3.97,-1.17,2.15,1.61,-2.22
2019-05,-6.94,-1.32,-2.37,-6.94,-1.59,-2.37,-0.46,1.77
2019-06,6.93,0.29,-0.71,6.93,0.37,-0.71,0.9,-0.44
2019-07,1.19,-1.93,0.48,1.19,-1.78,0.48,-0.08,0.36
2019-08,-2.58,-2.38,-4.78,-2.58,-3.24,-4.78,0.56,-0.68
2019-09,1.43,-0.96,6.75,1.43,0.27,6.75,1.84,3.37
2019-10,2.06,0.29,-1.91,2.06,0.26,-1.91,0.44,-0.96
2019-11,3.87,0.77,-2.02,3.87,0.44,-2.02,-1.59,-1.24
2019-12,2.77,0.73,1.75,2.77,0.97,1.75,0.01,1.24
2020-01,-0.11,-3.11,-6.25,-0.11,-4.38,-6.25,-1.17,-2.32
2020-02,-8.13,1.07,-3.81,-8.13,0.04,-3.81,-1.47,-2.51
2020-03,-13.39,-4.83,-13.87,-13.39,-8.28,-13.87,-1.57,1.24
2020-04,13.65,2.45,-1.33,13.65,2.56,-1.33,2.72,-1.0
2020-05,5.58,2.47,-4.88,5.58,1.97,-4.88,0.95,-3.26
2020-06,2.46,2.69,-2.2,2.46,1.96,-2.2,0.09,0.54
2020-07,5.77,-2.33,-1.41,5.77,-3.2,-1.41,0.41,1.02
2020-08,7.63,-0.22,-2.97,7.63,-0.89,-2.97,4.28,-1.19
2020-09,-3.63,0.02,-2.71,-3.63,0.01,-2.71,-1.36,-1.85
2020-10,-2.1,4.38,4.25,-2.1,4.64,4.25,-0.83,-0.78
2020-11,12.47,5.8,2.09,12.47,7.11,2.09,-2.2,1.4
2020-12,4.63,4.89,-1.51,4.63,4.79,-1.51,-1.96,-0.12
2021-01,-0.03,7.36,3.01,-0.03,6.94,3.01,-3.78,4.94
2021-02,2.78,2.05,7.15,2.78,4.54,7.15,0.39,-1.94
2021-03,3.08,-2.37,7.39,3.08,-0.88,7.39,6.36,3.42
2021-04,4.93,-3.19,-0.95,4.93,-3.16,-0.95,2.44,-2.7
2021-05,0.29,-0.25,7.09,0.29,1.22,7.09,2.45,3.04
2021-06,2.75,1.68,-7.87,2.75,-0.34,-7.87,-2.14,-0.94
2021-07,1.27,-3.97,-1.78,1.27,-4.61,-1.78,5.46,-0.52
2021-08,2.91,-0.42,-0.15,2.91,-0.68,-0.15,-0.28,-1.79
2021-09,-4.37,0.71,5.08,-4.37,1.12,5.08,-1.96,2.1
2021-10,6.65,-2.35,-0.49,6.65,-2.7,-0.49,1.66,-1.45
2021-11,-1.55,-1.32,-0.45,-1.55,-1.77,-0.45,7.2,1.73
2021-12,3.1,-1.67,3.26,3.1,-0.8,3.26,4.91,4.4
2022-01,-6.25,-5.94,12.75,-6.25,-4.06,12.75,0.84,7.72
2022-02,-2.29,2.19,3.08,-2.29,2.92,3.08,-2.09,3.12
2022-03,3.05,-1.61,-1.81,3.05,-2.17,-1.81,-1.53,3.14
2022-04,-9.46,-1.39,6.17,-9.46,-0.39,6.17,3.52,5.89
2022-05,-0.34,-1.83,8.39,-0.34,-0.06,8.39,1.56,3.97
2022-06,-8.43,2.1,-5.97,-8.43,1.3,-5.97,1.81,-4.69
2022-07,9.57,2.81,-4.05,9.57,1.82,-4.05,0.82,-6.83
2022-08,-3.77,1.4,0.29,-3.77,1.52,0.29,-4.75,1.29
2022-09,-9.35,-0.81,0.05,-9.35,-1.05,0.05,-1.51,-0.8
2022-10,7.83,0.06,8.01,7.83,1.89,8.01,3.34,6.64
2022-11,4.6,-3.52,1.38,4.6,-2.74,1.38,6.38,3.18
2022-12,-6.41,-0.69,1.37,-6.41,-0.15,1.37,0.25,4.2
2023-01,6.65,5.01,-4.01,6.65,4.41,-4.01,-2.44,-4.47
2023-02,-2.58,1.17,-0.81,-2.58,0.66,-0.81,1.01,-1.33
2023-03,2.51,-5.51,-8.85,2.51,-6.94,-8.85,2.24,-2.37
2023-04,0.61,-3.35,-0.04,0.61,-2.56,-0.04,2.42,2.86
2023-05,0.35,1.61,-7.72,0.35,-0.38,-7.72,-1.81,-7.22
2023-06,6.46,1.54,-0.26,6.46,1.34,-0.26,2.18,-1.62
2023-07,3.21,2.08,4.11,3.21,2.86,4.11,-0.57,0.57
2023-08,-2.39,-3.16,-1.06,-2.39,-3.65,-1.06,3.43,-2.37
2023-09,-5.24,-2.51,1.52,-5.24,-1.8,1.52,1.86,-0.83
2023-10,-3.19,-3.87,0.19,-3.19,-4.04,0.19,2.46,-0.66
2023-11,8.84,0.0,1.65,8.84,-0.1,1.65,-3.89,-0.99
